Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Score Penalties,Attendance,Round_ID,Half-time Home Goals,Half-time Away Goals,Home Team Initials,Away Team Initials
2022,21 Nov 2022 - 16:00,Group B,Khalifa International Stadium,Al Rayyan,England,6,2,Iran,0-0,45334,222,3,0,ENG,IRN
2022,21 Nov 2022 - 19:00,Group A,Al Thumama Stadium,Doha,Senegal,0,2,Netherlands,0-0,41721,222,0,0,SEN,NLD
2022,21 Nov 2022 - 22:00,Group B,Ahmad bin Ali Stadium,Al Rayyan,United States,1,1,Wales,0-0,43418,222,1,0,USA,WAL
2022,22 Nov 2022 - 13:00,Group C,Lusail Stadium,Lusail,Argentina,1,2,Saudi Arabia,0-0,88012,222,1,0,ARG,SAU
2022,22 Nov 2022 - 16:00,Group D,Education City Stadium,Al Rayyan,Denmark,0,0,Tunisia,0-0,42925,222,0,0,DNK,TUN
2022,22 Nov 2022 - 19:00,Group C,Stadium 974,Doha,Mexico,0,0,Poland,0-0,39369,222,0,0,MEX,POL
2022,22 Nov 2022 - 22:00,Group D,Al Janoub Stadium,Al Wakrah,France,4,1,Australia,0-0,40875,222,2,1,FRA,AUS
2022,23 Nov 2022 - 13:00,Group F,Al Bayt Stadium,Al Khor,Morocco,0,0,Croatia,0-0,59407,222,0,0,MAR,HRV
2022,23 Nov 2022 - 16:00,Group E,Khalifa International Stadium,Al Rayyan,Germany,1,2,Japan,0-0,42608,222,1,0,DEU,JPN
2022,23 Nov 2022 - 19:00,Group E,Al Thumama Stadium,Doha,Spain,7,0,Costa Rica,0-0,40013,222,3,0,ESP,CRI
2022,23 Nov 2022 - 22:00,Group F,Ahmad bin Ali Stadium,Al Rayyan,Belgium,1,0,Canada,0-0,40432,222,1,0,BEL,CAN
2022,24 Nov 2022 - 13:00,Group G,Al Janoub Stadium,Al Wakrah,Switzerland,1,0,Cameroon,0-0,39089,222,0,0,CHE,CMR
2022,24 Nov 2022 - 16:00,Group H,Education City Stadium,Al Rayyan,Uruguay,0,0,South Korea,0-0,41663,222,0,0,URY,KOR
2022,24 Nov 2022 - 19:00,Group H,Stadium 974,Doha,Portugal,3,2,Ghana,0-0,42662,222,0,0,PRT,GHA
2022,24 Nov 2022 - 22:00,Group G,Lusail Stadium,Lusail,Brazil,2,0,Serbia,0-0,88103,222,0,0,BRA,SRB
2022,25 Nov 2022 - 13:00,Group B,Ahmad bin Ali Stadium,Al Rayyan,Wales,0,2,Iran,0-0,40875,222,0,0,WAL,IRN
2022,25 Nov 2022 - 16:00,Group A,Al Thumama Stadium,Doha,Qatar,1,3,Senegal,0-0,41797,222,0,1,QAT,SEN
2022,25 Nov 2022 - 19:00,Group A,Khalifa International Stadium,Al Rayyan,Netherlands,1,1,Ecuador,0-0,44833,222,1,0,NLD,ECU
2022,25 Nov 2022 - 22:00,Group B,Al Bayt Stadium,Al Khor,England,0,0,United States,0-0,68463,222,0,0,ENG,USA
2022,26 Nov 2022 - 13:00,Group D,Al Janoub Stadium,Al Wakrah,Tunisia,0,1,Australia,0-0,41823,222,0,1,TUN,AUS
2022,26 Nov 2022 - 16:00,Group C,Education City Stadium,Al Rayyan,Poland,2,0,Saudi Arabia,0-0,44259,222,1,0,POL,SAU
2022,26 Nov 2022 - 19:00,Group D,Stadium 974,Doha,France,2,1,Denmark,0-0,42860,222,0,0,FRA,DNK
2022,26 Nov 2022 - 22:00,Group C,Lusail Stadium,Lusail,Argentina,2,0,Mexico,0-0,88966,222,0,0,ARG,MEX
2022,27 Nov 2022 - 13:00,Group E,Ahmad bin Ali Stadium,Al Rayyan,Japan,0,1,Costa Rica,0-0,41479,222,0,0,JPN,CRI
2022,27 Nov 2022 - 16:00,Group F,Al Thumama Stadium,Doha,Belgium,0,2,Morocco,0-0,43738,222,0,0,BEL,MAR
2022,27 Nov 2022 - 19:00,Group F,Khalifa International Stadium,Al Rayyan,Croatia,4,1,Canada,0-0,44374,222,2,1,HRV,CAN
2022,27 Nov 2022 - 22:00,Group E,Al Bayt Stadium,Al Khor,Spain,1,1,Germany,0-0,68895,222,0,0,ESP,DEU
2022,28 Nov 2022 - 13:00,Group G,Al Janoub Stadium,Al Wakrah,Cameroon,3,3,Serbia,0-0,39789,222,1,2,CMR,SRB
2022,28 Nov 2022 - 16:00,Group H,Education City Stadium,Al Rayyan,South Korea,2,3,Ghana,0-0,43983,222,0,2,KOR,GHA
2022,28 Nov 2022 - 19:00,Group G,Stadium 974,Doha,Brazil,1,0,Switzerland,0-0,43649,222,0,0,BRA,CHE
2022,28 Nov 2022 - 22:00,Group H,Lusail Stadium,Lusail,Portugal,2,0,Uruguay,0-0,88668,222,0,0,PRT,URY
2022,29 Nov 2022 - 18:00,Group A,Khalifa International Stadium,Al Rayyan,Ecuador,1,2,Senegal,0-0,44569,222,0,1,ECU,SEN
2022,29 Nov 2022 - 18:00,Group A,Al Bayt Stadium,Al Khor,Netherlands,2,0,Qatar,0-0,66784,222,1,0,NLD,QAT
2022,29 Nov 2022 - 22:00,Group B,Al Thumama Stadium,Doha,Iran,0,1,United States,0-0,42127,222,0,1,IRN,USA
2022,29 Nov 2022 - 22:00,Group B,Ahmad bin Ali Stadium,Al Rayyan,Wales,0,3,England,0-0,44297,222,0,0,WAL,ENG
2022,30 Nov 2022 - 18:00,Group D,Al Janoub Stadium,Al Wakrah,Australia,1,0,Denmark,0-0,41232,222,0,0,AUS,DNK
2022,30 Nov 2022 - 18:00,Group D,Education City Stadium,Al Rayyan,Tunisia,1,0,France,0-0,43627,222,0,0,TUN,FRA
2022,30 Nov 2022 - 22:00,Group C,Stadium 974,Doha,Poland,0,2,Argentina,0-0,84985,222,0,0,POL,ARG
2022,30 Nov 2022 - 22:00,Group C,Lusail Stadium,Lusail,Saudi Arabia,1,2,Mexico,0-0,44089,222,0,0,SAU,MEX
2022,01 Dec 2022 - 18:00,Group F,Al Thumama Stadium,Doha,Canada,1,2,Morocco,0-0,43102,222,1,2,CAN,MAR
2022,01 Dec 2022 - 18:00,Group F,Ahmad bin Ali Stadium,Al Rayyan,Croatia,0,0,Belgium,0-0,43984,222,0,0,HRV,BEL
2022,01 Dec 2022 - 22:00,Group E,Al Bayt Stadium,Al Khor,Costa Rica,2,4,Germany,0-0,67054,222,0,1,CRI,DEU
2022,01 Dec 2022 - 22:00,Group E,Khalifa International Stadium,Al Rayyan,Japan,2,1,Spain,0-0,44851,222,0,1,JPN,ESP
2022,02 Dec 2022 - 18:00,Group H,Al Janoub Stadium,Al Wakrah,Ghana,0,2,Uruguay,0-0,44097,222,0,2,GHA,URY
2022,02 Dec 2022 - 18:00,Group H,Education City Stadium,Al Rayyan,South Korea,2,1,Portugal,0-0,43443,222,1,1,KOR,PRT
2022,02 Dec 2022 - 22:00,Group G,Lusail Stadium,Lusail,Cameroon,1,0,Brazil,0-0,85986,222,0,0,CMR,BRA
2022,02 Dec 2022 - 22:00,Group G,Stadium 974,Doha,Serbia,2,3,Switzerland,0-0,41378,222,2,2,SRB,CHE
2022,03 Dec 2022 - 18:00,Round of 16,Khalifa International Stadium,Al Rayyan,Netherlands,3,1,United States,0-0,44846,222,2,0,NLD,USA
2022,03 Dec 2022 - 22:00,Round of 16,Ahmad bin Ali Stadium,Al Rayyan,Argentina,2,1,Australia,0-0,45032,222,1,0,ARG,AUS
2022,04 Dec 2022 - 18:00,Round of 16,Al Thumama Stadium,Doha,France,3,1,Poland,0-0,40989,222,1,0,FRA,POL
2022,04 Dec 2022 - 22:00,Round of 16,Al Bayt Stadium,Al Khor,England,3,0,Senegal,0-0,65985,222,2,0,ENG,SEN
2022,05 Dec 2022 - 18:00,Round of 16,Al Janoub Stadium,Al Wakrah,Japan,1,1,Croatia,1–3,42523,222,1,0,JPN,HRV
2022,05 Dec 2022 - 22:00,Round of 16,Stadium 974,Doha,Brazil,4,1,South Korea,0-0,43847,222,4,0,BRA,KOR
2022,06 Dec 2022 - 18:00,Round of 16,Education City Stadium,Al Rayyan,Morocco,0,0,Spain,3–0,44667,222,0,0,MAR,ESP
2022,06 Dec 2022 - 22:00,Round of 16,Lusail Stadium,Lusail,Portugal,6,1,Switzerland,0-0,83720,222,2,0,PRT,CHE
2022,09 Dec 2022 - 18:00,Quarter-finals,Education City Stadium,Al Rayyan,Croatia,1,1,Brazil,4–2,43893,222,0,0,HRV,BRA
2022,09 Dec 2022 - 22:00,Quarter-finals,Lusail Stadium,Lusail,Netherlands,2,2,Argentina,3–4,88235,222,0,1,NLD,ARG
2022,10 Dec 2022 - 18:00,Quarter-finals,Al Thumama Stadium,Doha,Morocco,1,0,Portugal,0-0,44198,222,1,0,MAR,PRT
2022,10 Dec 2022 - 22:00,Quarter-finals,Al Bayt Stadium,Al Khor,England,1,2,France,0-0,68895,222,0,1,ENG,FRA
2022,13 Dec 2022 - 22:00,Semi-finals,Lusail Stadium,Lusail,Argentina,3,0,Croatia,0-0,88966,222,2,0,ARG,HRV
2022,14 Dec 2022 - 22:00,Semi-finals,Al Bayt Stadium,Al Khor,France,2,0,Morocco,0-0,68294,222,1,0,FRA,MAR
2022,17 Dec 2022 - 18:00,Play-off for third place,Khalifa International Stadium,Al Rayyan,Croatia,2,1,Morocco,0-0,44137,222,2,1,HRV,MAR
2022,18 Dec 2022 - 18:00,Final,Lusail Stadium,Lusail,Argentina,3,3,France,4–2,88966,222,2,0,ARG,FRA
