Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Score Penalties,Attendance,Round_ID,Half-time Home Goals,Half-time Away Goals,Home Team Initials,Away Team Initials
2010,14 Jun 2010 - 16:00,Group E,Free State Stadium,Mangaung/Bloemfontein,Japan,1,0,Cameroon,0-0,30620,219,1,0,JPN,CMR
2010,14 Jun 2010 - 20:30,Group F,Cape Town Stadium,Cape Town,Italy,1,1,Paraguay,0-0,62869,219,0,1,ITA,PAR
2010,15 Jun 2010 - 13:30,Group F,Royal Bafokeng Sports Palace,Phokeng,New Zealand,1,1,Slovakia,0-0,23871,219,0,0,NZL,SVK
2010,15 Jun 2010 - 16:00,Group G,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,C�te d'Ivoire,0,0,Portugal,0-0,37034,219,0,0,CIV,POR
2010,15 Jun 2010 - 20:30,Group G,Ellis Park Stadium,Johannesburg,Brazil,2,1,Korea DPR,0-0,54331,219,0,0,BRA,PRK
2010,16 Jun 2010 - 13:30,Group H,Mbombela Stadium,Nelspruit,Honduras,0,1,Chile,0-0,32664,219,0,1,HON,CHI
2010,16 Jun 2010 - 16:00,Group H,Durban Stadium,Durban,Spain,0,1,Switzerland,0-0,62453,219,0,0,ESP,SUI
2010,16 Jun 2010 - 20:30,Group A,Loftus Versfeld Stadium,Tshwane/Pretoria,South Africa,0,3,Uruguay,0-0,42658,219,0,1,RSA,URU
2010,17 Jun 2010 - 13:30,Group B,Soccer City Stadium,Johannesburg,Argentina,4,1,Korea Republic,0-0,82174,219,2,1,ARG,KOR
2010,17 Jun 2010 - 16:00,Group B,Free State Stadium,Mangaung/Bloemfontein,Greece,2,1,Nigeria,0-0,31593,219,1,1,GRE,NGA
2010,17 Jun 2010 - 20:30,Group A,Peter Mokaba Stadium,Polokwane,France,0,2,Mexico,0-0,35370,219,0,0,FRA,MEX
2010,18 Jun 2010 - 13:30,Group D,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,Germany,0,1,Serbia,0-0,38294,219,0,1,GER,SRB
2010,18 Jun 2010 - 16:00,Group C,Ellis Park Stadium,Johannesburg,Slovenia,2,2,USA,0-0,45573,219,2,0,SVN,USA
2010,18 Jun 2010 - 20:30,Group C,Cape Town Stadium,Cape Town,England,0,0,Algeria,0-0,64100,219,0,0,ENG,ALG
2010,19 Jun 2010 - 13:30,Group E,Durban Stadium,Durban,Netherlands,1,0,Japan,0-0,62010,219,0,0,NED,JPN
2010,19 Jun 2010 - 16:00,Group D,Royal Bafokeng Sports Palace,Phokeng,Ghana,1,1,Australia,0-0,34812,219,1,1,GHA,AUS
2010,19 Jun 2010 - 20:30,Group E,Loftus Versfeld Stadium,Tshwane/Pretoria,Cameroon,1,2,Denmark,0-0,38074,219,1,1,CMR,DEN
2010,20 Jun 2010 - 13:30,Group F,Free State Stadium,Mangaung/Bloemfontein,Slovakia,0,2,Paraguay,0-0,26643,219,0,1,SVK,PAR
2010,20 Jun 2010 - 16:00,Group F,Mbombela Stadium,Nelspruit,Italy,1,1,New Zealand,0-0,38229,219,1,1,ITA,NZL
2010,20 Jun 2010 - 20:30,Group G,Soccer City Stadium,Johannesburg,Brazil,3,1,C�te d'Ivoire,0-0,84455,219,1,0,BRA,CIV
2010,21 Jun 2010 - 13:30,Group G,Cape Town Stadium,Cape Town,Portugal,7,0,Korea DPR,0-0,63644,219,1,0,POR,PRK
2010,21 Jun 2010 - 16:00,Group H,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,Chile,1,0,Switzerland,0-0,34872,219,0,0,CHI,SUI
2010,21 Jun 2010 - 20:30,Group H,Ellis Park Stadium,Johannesburg,Spain,2,0,Honduras,0-0,54386,219,1,0,ESP,HON
2010,22 Jun 2010 - 16:00,Group A,Royal Bafokeng Sports Palace,Phokeng,Mexico,0,1,Uruguay,0-0,33425,219,0,1,MEX,URU
2010,22 Jun 2010 - 16:00,Group A,Free State Stadium,Mangaung/Bloemfontein,France,1,2,South Africa,0-0,39415,219,0,2,FRA,RSA
2010,22 Jun 2010 - 20:30,Group B,Durban Stadium,Durban,Nigeria,2,2,Korea Republic,0-0,61874,219,1,1,NGA,KOR
2010,22 Jun 2010 - 20:30,Group B,Peter Mokaba Stadium,Polokwane,Greece,0,2,Argentina,0-0,38891,219,0,0,GRE,ARG
2010,23 Jun 2010 - 16:00,Group C,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,Slovenia,0,1,England,0-0,36893,219,0,1,SVN,ENG
2010,23 Jun 2010 - 16:00,Group C,Loftus Versfeld Stadium,Tshwane/Pretoria,USA,1,0,Algeria,0-0,35827,219,0,0,USA,ALG
2010,23 Jun 2010 - 20:30,Group D,Soccer City Stadium,Johannesburg,Ghana,0,1,Germany,0-0,83391,219,0,0,GHA,GER
2010,23 Jun 2010 - 20:30,Group D,Mbombela Stadium,Nelspruit,Australia,2,1,Serbia,0-0,37836,219,0,0,AUS,SRB
2010,24 Jun 2010 - 16:00,Group F,Ellis Park Stadium,Johannesburg,Slovakia,3,2,Italy,0-0,53412,219,1,0,SVK,ITA
2010,24 Jun 2010 - 16:00,Group F,Peter Mokaba Stadium,Polokwane,Paraguay,0,0,New Zealand,0-0,34850,219,0,0,PAR,NZL
2010,24 Jun 2010 - 20:30,Group E,Royal Bafokeng Sports Palace,Phokeng,Denmark,1,3,Japan,0-0,27967,219,0,2,DEN,JPN
2010,24 Jun 2010 - 20:30,Group E,Cape Town Stadium,Cape Town,Cameroon,1,2,Netherlands,0-0,63093,219,0,1,CMR,NED
2010,25 Jun 2010 - 16:00,Group G,Durban Stadium,Durban,Portugal,0,0,Brazil,0-0,62712,219,0,0,POR,BRA
2010,25 Jun 2010 - 16:00,Group G,Mbombela Stadium,Nelspruit,Korea DPR,0,3,C�te d'Ivoire,0-0,34763,219,0,2,PRK,CIV
2010,25 Jun 2010 - 20:30,Group H,Loftus Versfeld Stadium,Tshwane/Pretoria,Chile,1,2,Spain,0-0,41958,219,0,2,CHI,ESP
2010,25 Jun 2010 - 20:30,Group H,Free State Stadium,Mangaung/Bloemfontein,Switzerland,0,0,Honduras,0-0,28042,219,0,0,SUI,HON
2010,26 Jun 2010 - 16:00,Round of 16,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,Uruguay,2,1,Korea Republic,0-0,30597,219,1,0,URU,KOR
2010,26 Jun 2010 - 20:30,Round of 16,Royal Bafokeng Sports Palace,Phokeng,USA,1,2,Ghana,0-0,34976,219,0,0,USA,GHA
2010,27 Jun 2010 - 16:00,Round of 16,Free State Stadium,Mangaung/Bloemfontein,Germany,4,1,England,0-0,40510,219,2,1,GER,ENG
2010,27 Jun 2010 - 20:30,Round of 16,Soccer City Stadium,Johannesburg,Argentina,3,1,Mexico,0-0,84377,219,2,0,ARG,MEX
2010,28 Jun 2010 - 16:00,Round of 16,Durban Stadium,Durban,Netherlands,2,1,Slovakia,0-0,61962,219,1,0,NED,SVK
2010,28 Jun 2010 - 20:30,Round of 16,Ellis Park Stadium,Johannesburg,Brazil,3,0,Chile,0-0,54096,219,2,0,BRA,CHI
2010,29 Jun 2010 - 16:00,Round of 16,Loftus Versfeld Stadium,Tshwane/Pretoria,Paraguay,0,0,Japan,5–3,36742,219,0,0,PAR,JPN
2010,29 Jun 2010 - 20:30,Round of 16,Cape Town Stadium,Cape Town,Spain,1,0,Portugal,0-0,62955,219,0,0,ESP,POR
2010,02 Jul 2010 - 16:00,Quarter-finals,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,Netherlands,2,1,Brazil,0-0,40186,219,0,1,NED,BRA
2010,02 Jul 2010 - 20:30,Quarter-finals,Soccer City Stadium,Johannesburg,Uruguay,1,1,Ghana,4–2,84017,219,0,0,URU,GHA
2010,03 Jul 2010 - 16:00,Quarter-finals,Cape Town Stadium,Cape Town,Argentina,0,4,Germany,0-0,64100,219,0,1,ARG,GER
2010,03 Jul 2010 - 20:30,Quarter-finals,Ellis Park Stadium,Johannesburg,Paraguay,0,1,Spain,0-0,55359,219,0,0,PAR,ESP
2010,06 Jul 2010 - 20:30,Semi-finals,Cape Town Stadium,Cape Town,Uruguay,2,3,Netherlands,0-0,62479,219,1,1,URU,NED
2010,07 Jul 2010 - 20:30,Semi-finals,Durban Stadium,Durban,Germany,0,1,Spain,0-0,60960,219,0,0,GER,ESP
2010,10 Jul 2010 - 20:30,Match for third place,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,Uruguay,2,3,Germany,0-0,36254,219,1,1,URU,GER
2010,11 Jul 2010 - 20:30,Final,Soccer City Stadium,Johannesburg,Netherlands,0,1,Spain,0-0,84490,219,0,0,NED,ESP
2014,12 Jun 2014 - 17:00,Group A,Arena de Sao Paulo,Sao Paulo,Brazil,3,1,Croatia,0-0,62103,220,1,1,BRA,CRO
2014,13 Jun 2014 - 13:00,Group A,Estadio das Dunas,Natal,Mexico,1,0,Cameroon,0-0,39216,220,0,0,MEX,CMR
2014,13 Jun 2014 - 16:00,Group B,Arena Fonte Nova,Salvador,Spain,1,5,Netherlands,0-0,48173,220,1,1,ESP,NED
2014,13 Jun 2014 - 18:00,Group B,Arena Pantanal,Cuiaba,Chile,3,1,Australia,0-0,40275,220,2,1,CHI,AUS
2014,14 Jun 2014 - 13:00,Group C,Estadio Mineirao,Belo Horizonte,Colombia,3,0,Greece,0-0,57174,220,1,0,COL,GRE
2014,14 Jun 2014 - 16:00,Group D,Estadio Castelao,Fortaleza,Uruguay,1,3,Costa Rica,0-0,58679,220,1,0,URU,CRC
2014,14 Jun 2014 - 18:00,Group D,Arena Amazonia,Manaus,England,1,2,Italy,0-0,39800,220,1,1,ENG,ITA
2014,14 Jun 2014 - 22:00,Group C,Arena Pernambuco,Recife,C�te d'Ivoire,2,1,Japan,0-0,40267,220,0,1,CIV,JPN
2014,15 Jun 2014 - 13:00,Group E,Estadio Nacional,Brasilia,Switzerland,2,1,Ecuador,0-0,68351,220,0,1,SUI,ECU
2014,15 Jun 2014 - 16:00,Group E,Estadio Beira-Rio,Porto Alegre,France,3,0,Honduras,0-0,43012,220,1,0,FRA,HON
2014,15 Jun 2014 - 19:00,Group F,Estadio do Maracana,Rio De Janeiro,Argentina,2,1,"rn"">Bosnia and Herzegovina",0-0,74738,220,1,0,ARG,BIH
2014,16 Jun 2014 - 13:00,Group G,Arena Fonte Nova,Salvador,Germany,4,0,Portugal,0-0,51081,220,3,0,GER,POR
2014,16 Jun 2014 - 16:00,Group F,Arena da Baixada,Curitiba,IR Iran,0,0,Nigeria,0-0,39081,220,0,0,IRN,NGA
2014,16 Jun 2014 - 19:00,Group G,Estadio das Dunas,Natal,Ghana,1,2,USA,0-0,39760,220,0,1,GHA,USA
2014,17 Jun 2014 - 13:00,Group H,Estadio Mineirao,Belo Horizonte,Belgium,2,1,Algeria,0-0,56800,220,0,1,BEL,ALG
2014,17 Jun 2014 - 16:00,Group A,Estadio Castelao,Fortaleza,Brazil,0,0,Mexico,0-0,60342,220,0,0,BRA,MEX
2014,17 Jun 2014 - 18:00,Group H,Arena Pantanal,Cuiaba,Russia,1,1,Korea Republic,0-0,37603,220,0,0,RUS,KOR
2014,18 Jun 2014 - 13:00,Group B,Estadio Beira-Rio,Porto Alegre,Australia,2,3,Netherlands,0-0,42877,220,1,1,AUS,NED
2014,18 Jun 2014 - 16:00,Group B,Estadio do Maracana,Rio De Janeiro,Spain,0,2,Chile,0-0,74101,220,0,2,ESP,CHI
2014,18 Jun 2014 - 18:00,Group A,Arena Amazonia,Manaus,Cameroon,0,4,Croatia,0-0,39982,220,0,1,CMR,CRO
2014,19 Jun 2014 - 13:00,Group C,Estadio Nacional,Brasilia,Colombia,2,1,C�te d'Ivoire,0-0,68748,220,0,0,COL,CIV
2014,19 Jun 2014 - 16:00,Group D,Arena de Sao Paulo,Sao Paulo,Uruguay,2,1,England,0-0,62575,220,1,0,URU,ENG
2014,19 Jun 2014 - 19:00,Group C,Estadio das Dunas,Natal,Japan,0,0,Greece,0-0,39485,220,0,0,JPN,GRE
2014,20 Jun 2014 - 13:00,Group D,Arena Pernambuco,Recife,Italy,0,1,Costa Rica,0-0,40285,220,0,1,ITA,CRC
2014,20 Jun 2014 - 16:00,Group E,Arena Fonte Nova,Salvador,Switzerland,2,5,France,0-0,51003,220,0,3,SUI,FRA
2014,20 Jun 2014 - 19:00,Group E,Arena da Baixada,Curitiba,Honduras,1,2,Ecuador,0-0,39224,220,1,1,HON,ECU
2014,21 Jun 2014 - 13:00,Group F,Estadio Mineirao,Belo Horizonte,Argentina,1,0,IR Iran,0-0,57698,220,0,0,ARG,IRN
2014,21 Jun 2014 - 16:00,Group G,Estadio Castelao,Fortaleza,Germany,2,2,Ghana,0-0,59621,220,0,0,GER,GHA
2014,21 Jun 2014 - 18:00,Group F,Arena Pantanal,Cuiaba,Nigeria,1,0,"rn"">Bosnia and Herzegovina",0-0,40499,220,1,0,NGA,BIH
2014,22 Jun 2014 - 13:00,Group H,Estadio do Maracana,Rio De Janeiro,Belgium,1,0,Russia,0-0,73819,220,0,0,BEL,RUS
2014,22 Jun 2014 - 16:00,Group H,Estadio Beira-Rio,Porto Alegre,Korea Republic,2,4,Algeria,0-0,42732,220,0,3,KOR,ALG
2014,22 Jun 2014 - 18:00,Group G,Arena Amazonia,Manaus,USA,2,2,Portugal,0-0,40123,220,0,1,USA,POR
2014,23 Jun 2014 - 13:00,Group B,Arena da Baixada,Curitiba,Australia,0,3,Spain,0-0,39375,220,0,1,AUS,ESP
2014,23 Jun 2014 - 13:00,Group B,Arena de Sao Paulo,Sao Paulo,Netherlands,2,0,Chile,0-0,62996,220,0,0,NED,CHI
2014,23 Jun 2014 - 17:00,Group A,Estadio Nacional,Brasilia,Cameroon,1,4,Brazil,0-0,69112,220,1,2,CMR,BRA
2014,23 Jun 2014 - 17:00,Group A,Arena Pernambuco,Recife,Croatia,1,3,Mexico,0-0,41212,220,0,0,CRO,MEX
2014,24 Jun 2014 - 13:00,Group D,Estadio das Dunas,Natal,Italy,0,1,Uruguay,0-0,39706,220,0,0,ITA,URU
2014,24 Jun 2014 - 13:00,Group D,Estadio Mineirao,Belo Horizonte,Costa Rica,0,0,England,0-0,57823,220,0,0,CRC,ENG
2014,24 Jun 2014 - 16:00,Group C,Arena Pantanal,Cuiaba,Japan,1,4,Colombia,0-0,40340,220,1,1,JPN,COL
2014,24 Jun 2014 - 17:00,Group C,Estadio Castelao,Fortaleza,Greece,2,1,C�te d'Ivoire,0-0,59095,220,1,0,GRE,CIV
2014,25 Jun 2014 - 13:00,Group F,Estadio Beira-Rio,Porto Alegre,Nigeria,2,3,Argentina,0-0,43285,220,1,2,NGA,ARG
2014,25 Jun 2014 - 13:00,Group F,Arena Fonte Nova,Salvador,"rn"">Bosnia and Herzegovina",3,1,IR Iran,0-0,48011,220,1,0,BIH,IRN
2014,25 Jun 2014 - 16:00,Group E,Arena Amazonia,Manaus,Honduras,0,3,Switzerland,0-0,40322,220,0,2,HON,SUI
2014,25 Jun 2014 - 17:00,Group E,Estadio do Maracana,Rio De Janeiro,Ecuador,0,0,France,0-0,73749,220,0,0,ECU,FRA
2014,26 Jun 2014 - 13:00,Group G,Arena Pernambuco,Recife,USA,0,1,Germany,0-0,41876,220,0,0,USA,GER
2014,26 Jun 2014 - 13:00,Group G,Estadio Nacional,Brasilia,Portugal,2,1,Ghana,0-0,67540,220,1,0,POR,GHA
2014,26 Jun 2014 - 17:00,Group H,Arena de Sao Paulo,Sao Paulo,Korea Republic,0,1,Belgium,0-0,61397,220,0,0,KOR,BEL
2014,26 Jun 2014 - 17:00,Group H,Arena da Baixada,Curitiba,Algeria,1,1,Russia,0-0,39311,220,0,1,ALG,RUS
2014,28 Jun 2014 - 13:00,Round of 16,Estadio Mineirao,Belo Horizonte,Brazil,1,1,Chile,3–2,57714,220,0,0,BRA,CHI
2014,28 Jun 2014 - 17:00,Round of 16,Estadio do Maracana,Rio De Janeiro,Colombia,2,0,Uruguay,0-0,73804,220,1,0,COL,URU
2014,29 Jun 2014 - 13:00,Round of 16,Estadio Castelao,Fortaleza,Netherlands,2,1,Mexico,0-0,58817,220,0,0,NED,MEX
2014,29 Jun 2014 - 17:00,Round of 16,Arena Pernambuco,Recife,Costa Rica,1,1,Greece,5–3,41242,220,0,0,CRC,GRE
2014,30 Jun 2014 - 13:00,Round of 16,Estadio Nacional,Brasilia,France,2,0,Nigeria,0-0,67882,220,0,0,FRA,NGA
2014,30 Jun 2014 - 17:00,Round of 16,Estadio Beira-Rio,Porto Alegre,Germany,2,1,Algeria,0-0,43063,220,0,0,GER,ALG
2014,01 Jul 2014 - 13:00,Round of 16,Arena de Sao Paulo,Sao Paulo,Argentina,1,0,Switzerland,0-0,63255,220,0,0,ARG,SUI
2014,01 Jul 2014 - 17:00,Round of 16,Arena Fonte Nova,Salvador,Belgium,2,1,USA,0-0,51227,220,0,0,BEL,USA
2014,04 Jul 2014 - 13:00,Quarter-finals,Estadio do Maracana,Rio De Janeiro,France,0,1,Germany,0-0,74240,220,0,1,FRA,GER
2014,04 Jul 2014 - 17:00,Quarter-finals,Estadio Castelao,Fortaleza,Brazil,2,1,Colombia,0-0,60342,220,1,0,BRA,COL
2014,05 Jul 2014 - 13:00,Quarter-finals,Estadio Nacional,Brasilia,Argentina,1,0,Belgium,0-0,68551,220,1,0,ARG,BEL
2014,05 Jul 2014 - 17:00,Quarter-finals,Arena Fonte Nova,Salvador,Netherlands,0,0,Costa Rica,4–3,51179,220,0,0,NED,CRC
2014,08 Jul 2014 - 17:00,Semi-finals,Estadio Mineirao,Belo Horizonte,Brazil,1,7,Germany,0-0,58141,220,0,5,BRA,GER
2014,09 Jul 2014 - 17:00,Semi-finals,Arena de Sao Paulo,Sao Paulo,Netherlands,0,0,Argentina,2–4,63267,220,0,0,NED,ARG
2014,12 Jul 2014 - 17:00,Play-off for third place,Estadio Nacional,Brasilia,Brazil,0,3,Netherlands,0-0,68034,220,0,2,BRA,NED
2014,13 Jul 2014 - 16:00,Final,Estadio do Maracana,Rio De Janeiro,Germany,1,0,Argentina,0-0,74738,220,0,0,GER,ARG
2018,14 Jun 2018 - 18:00,Group A,Luzhniki Stadium,Moscow,Russia,5,0,Saudi Arabia,0-0,78011,221,2,0,RUS,SAU
2018,15 Jun 2018 - 17:00,Group A,Central Stadium,Yekaterinburg,Egypt,0,1,Uruguay,0-0,27015,221,0,0,EGY,URY
2018,15 Jun 2018 - 18:00,Group B,Krestovsky Stadium,Saint Petersburg,Morocco,0,1,Iran,0-0,62548,221,0,0,MAR,IRN
2018,15 Jun 2018 - 21:00,Group B,Fisht Olympic Stadium,Sochi,Portugal,3,3,Spain,0-0,43866,221,2,1,PRT,ESP
2018,16 Jun 2018 - 13:00,Group C,Kazan Arena,Kazan,France,2,1,Australia,0-0,41279,221,0,0,FRA,AUS
2018,16 Jun 2018 - 16:00,Group D,Otkritie Arena,Moscow,Argentina,1,1,Iceland,0-0,44190,221,1,1,ARG,ISL
2018,16 Jun 2018 - 19:00,Group C,Mordovia Arena,Saransk,Peru,0,1,Denmark,0-0,40502,221,0,0,PER,DNK
2018,16 Jun 2018 - 21:00,Group D,Kaliningrad Stadium,Kaliningrad,Croatia,2,0,Nigeria,0-0,31136,221,1,0,HRV,NGA
2018,17 Jun 2018 - 16:00,Group E,Samara Arena,Samara,Costa Rica,0,1,Serbia,0-0,41432,221,0,1,CRI,SRB
2018,17 Jun 2018 - 18:00,Group F,Luzhniki Stadium,Moscow,Germany,0,1,Mexico,0-0,78011,221,0,1,DEU,MEX
2018,17 Jun 2018 - 21:00,Group E,Rostov Arena,Rostov-on-Don,Brazil,1,1,Switzerland,0-0,43109,221,1,0,BRA,CHE
2018,18 Jun 2018 - 15:00,Group F,Nizhny Novgorod Stadium,Nizhny Novgorod,Sweden,1,0,South Korea,0-0,42300,221,1,0,SWE,KOR
2018,18 Jun 2018 - 18:00,Group G,Fisht Olympic Stadium,Sochi,Belgium,3,0,Panama,0-0,43257,221,0,0,BEL,PAN
2018,18 Jun 2018 - 21:00,Group G,Volgograd Arena,Volgograd,Tunisia,1,2,England,0-0,41064,221,1,1,TUN,ENG
2018,19 Jun 2018 - 15:00,Group H,Mordovia Arena,Saransk,Colombia,1,2,Japan,0-0,40842,221,1,1,COL,JPN
2018,19 Jun 2018 - 18:00,Group H,Otkritie Arena,Moscow,Poland,1,2,Senegal,0-0,44190,221,0,1,POL,SEN
2018,19 Jun 2018 - 21:00,Group A,Krestovsky Stadium,Saint Petersburg,Russia,3,1,Egypt,0-0,64468,221,0,0,RUS,EGY
2018,20 Jun 2018 - 15:00,Group B,Luzhniki Stadium,Moscow,Portugal,1,0,Morocco,0-0,78011,221,1,0,PRT,MAR
2018,20 Jun 2018 - 18:00,Group A,Rostov Arena,Rostov-on-Don,Uruguay,1,0,Saudi Arabia,0-0,42678,221,1,0,URY,SAU
2018,20 Jun 2018 - 21:00,Group B,Kazan Arena,Kazan,Iran,0,1,Spain,0-0,42718,221,0,0,IRN,ESP
2018,21 Jun 2018 - 16:00,Group C,Samara Arena,Samara,Denmark,1,1,Australia,0-0,40727,221,1,1,DNK,AUS
2018,21 Jun 2018 - 20:00,Group C,Central Stadium,Yekaterinburg,France,1,0,Peru,0-0,32789,221,1,0,FRA,PER
2018,21 Jun 2018 - 21:00,Group D,Nizhny Novgorod Stadium,Nizhny Novgorod,Argentina,0,3,Croatia,0-0,43319,221,0,0,ARG,HRV
2018,22 Jun 2018 - 15:00,Group E,Krestovsky Stadium,Saint Petersburg,Brazil,2,0,Costa Rica,0-0,64468,221,0,0,BRA,CRI
2018,22 Jun 2018 - 18:00,Group D,Volgograd Arena,Volgograd,Nigeria,2,0,Iceland,0-0,40904,221,0,0,NGA,ISL
2018,22 Jun 2018 - 20:00,Group E,Kaliningrad Stadium,Kaliningrad,Serbia,1,2,Switzerland,0-0,33167,221,1,0,SRB,CHE
2018,23 Jun 2018 - 15:00,Group G,Otkritie Arena,Moscow,Belgium,5,2,Tunisia,0-0,44190,221,3,1,BEL,TUN
2018,23 Jun 2018 - 18:00,Group F,Rostov Arena,Rostov-on-Don,South Korea,1,2,Mexico,0-0,43472,221,0,1,KOR,MEX
2018,23 Jun 2018 - 21:00,Group F,Fisht Olympic Stadium,Sochi,Germany,2,1,Sweden,0-0,44287,221,0,1,DEU,SWE
2018,24 Jun 2018 - 15:00,Group G,Nizhny Novgorod Stadium,Nizhny Novgorod,England,6,1,Panama,0-0,43319,221,5,0,ENG,PAN
2018,24 Jun 2018 - 20:00,Group H,Central Stadium,Yekaterinburg,Japan,2,2,Senegal,0-0,32572,221,1,1,JPN,SEN
2018,24 Jun 2018 - 21:00,Group H,Kazan Arena,Kazan,Poland,0,3,Colombia,0-0,42873,221,0,1,POL,COL
2018,25 Jun 2018 - 17:00,Group A,Volgograd Arena,Volgograd,Saudi Arabia,2,1,Egypt,0-0,36823,221,1,1,SAU,EGY
2018,25 Jun 2018 - 18:00,Group A,Samara Arena,Samara,Uruguay,3,0,Russia,0-0,41970,221,2,0,URY,RUS
2018,25 Jun 2018 - 20:00,Group B,Kaliningrad Stadium,Kaliningrad,Spain,2,2,Morocco,0-0,33973,221,1,1,ESP,MAR
2018,25 Jun 2018 - 21:00,Group B,Mordovia Arena,Saransk,Iran,1,1,Portugal,0-0,41685,221,0,1,IRN,PRT
2018,26 Jun 2018 - 17:00,Group C,Fisht Olympic Stadium,Sochi,Australia,0,2,Peru,0-0,44073,221,0,1,AUS,PER
2018,26 Jun 2018 - 17:00,Group C,Luzhniki Stadium,Moscow,Denmark,0,0,France,0-0,78011,221,0,0,DNK,FRA
2018,26 Jun 2018 - 21:00,Group D,Rostov Arena,Rostov-on-Don,Iceland,1,2,Croatia,0-0,43472,221,0,0,ISL,HRV
2018,26 Jun 2018 - 21:00,Group D,Krestovsky Stadium,Saint Petersburg,Nigeria,1,2,Argentina,0-0,64468,221,0,1,NGA,ARG
2018,27 Jun 2018 - 17:00,Group F,Kazan Arena,Kazan,South Korea,2,0,Germany,0-0,41835,221,0,0,KOR,DEU
2018,27 Jun 2018 - 19:00,Group F,Central Stadium,Yekaterinburg,Mexico,0,3,Sweden,0-0,33061,221,0,0,MEX,SWE
2018,27 Jun 2018 - 21:00,Group E,Otkritie Arena,Moscow,Serbia,0,2,Brazil,0-0,44190,221,0,1,SRB,BRA
2018,27 Jun 2018 - 21:00,Group E,Nizhny Novgorod Stadium,Nizhny Novgorod,Switzerland,2,2,Costa Rica,0-0,43319,221,1,0,CHE,CRI
2018,28 Jun 2018 - 17:00,Group H,Volgograd Arena,Volgograd,Japan,0,1,Poland,0-0,42189,221,0,0,JPN,POL
2018,28 Jun 2018 - 18:00,Group H,Samara Arena,Samara,Senegal,0,1,Colombia,0-0,41970,221,0,0,SEN,COL
2018,28 Jun 2018 - 20:00,Group G,Kaliningrad Stadium,Kaliningrad,England,0,1,Belgium,0-0,33973,221,0,0,ENG,BEL
2018,28 Jun 2018 - 21:00,Group G,Mordovia Arena,Saransk,Panama,1,2,Tunisia,0-0,37168,221,1,0,PAN,TUN
2018,30 Jun 2018 - 17:00,Round of 16,Kazan Arena,Kazan,France,4,3,Argentina,0-0,42873,221,1,1,FRA,ARG
2018,30 Jun 2018 - 21:00,Round of 16,Fisht Olympic Stadium,Sochi,Uruguay,2,1,Portugal,0-0,44287,221,1,0,URY,PRT
2018,01 Jul 2018 - 17:00,Round of 16,Luzhniki Stadium,Moscow,Spain,1,1,Russia,3–4,78011,221,1,1,ESP,RUS
2018,01 Jul 2018 - 21:00,Round of 16,Nizhny Novgorod Stadium,Nizhny Novgorod,Croatia,1,1,Denmark,3–2,40851,221,1,1,HRV,DNK
2018,02 Jul 2018 - 18:00,Round of 16,Samara Arena,Samara,Brazil,2,0,Mexico,0-0,41970,221,0,0,BRA,MEX
2018,02 Jul 2018 - 21:00,Round of 16,Rostov Arena,Rostov-on-Don,Belgium,3,2,Japan,0-0,41466,221,0,0,BEL,JPN
2018,03 Jul 2018 - 17:00,Round of 16,Krestovsky Stadium,Saint Petersburg,Sweden,1,0,Switzerland,0-0,64042,221,0,0,SWE,CHE
2018,03 Jul 2018 - 21:00,Round of 16,Otkritie Arena,Moscow,Colombia,1,1,England,3–4,44190,221,0,0,COL,ENG
2018,06 Jul 2018 - 17:00,Quarter-finals,Nizhny Novgorod Stadium,Nizhny Novgorod,Uruguay,0,2,France,0-0,43319,221,0,1,URY,FRA
2018,06 Jul 2018 - 21:00,Quarter-finals,Kazan Arena,Kazan,Brazil,1,2,Belgium,0-0,42873,221,0,2,BRA,BEL
2018,07 Jul 2018 - 18:00,Quarter-finals,Samara Arena,Samara,Sweden,0,2,England,0-0,39991,221,0,1,SWE,ENG
2018,07 Jul 2018 - 21:00,Quarter-finals,Fisht Olympic Stadium,Sochi,Russia,2,2,Croatia,3–4,44287,221,1,2,RUS,HRV
2018,10 Jul 2018 - 21:00,Semi-finals,Krestovsky Stadium,Saint Petersburg,France,1,0,Belgium,0-0,64286,221,0,0,FRA,BEL
2018,11 Jul 2018 - 21:00,Semi-finals,Luzhniki Stadium,Moscow,Croatia,2,1,England,0-0,78011,221,0,1,HRV,ENG
2018,14 Jul 2018 - 17:00,Play-off for third place,Krestovsky Stadium,Saint Petersburg,Belgium,2,0,England,0-0,64406,221,1,0,BEL,ENG
2018,15 Jul 2018 - 18:00,Final,Luzhniki Stadium,Moscow,France,4,2,Croatia,0-0,78011,221,2,1,FRA,HRV
2022,20 Nov 2022 - 19:00,Group A,Al Bayt Stadium,Al Khor,Qatar,0,2,Ecuador,0-0,67372,222,0,2,QAT,ECU
